Tipo de delito,Clave_Ent,Modalidad,Sexo,Rango de edad,Categoria del delito,Clasificacion de edad
1,29,1.0,1.0,2.0,1.0,1.0
1,29,1.0,1.0,2.0,1.0,1.0
1,29,1.0,1.0,2.0,1.0,1.0
1,29,1.0,1.0,2.0,1.0,1.0
4,29,2.0,1.0,2.0,2.0,1.0
4,29,1.0,1.0,2.0,2.0,1.0
4,29,1.0,1.0,2.0,2.0,1.0
4,29,1.0,1.0,2.0,2.0,1.0
4,29,2.0,1.0,2.0,2.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
2,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
1,29,1.0,1.0,1.0,1.0,1.0
4,29,2.0,1.0,1.0,2.0,1.0
4,29,1.0,1.0,1.0,2.0,1.0
4,29,1.0,1.0,1.0,2.0,1.0
4,29,1.0,1.0,1.0,2.0,1.0
4,29,2.0,1.0,1.0,2.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
2,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
1,29,1.0,2.0,1.0,1.0,1.0
4,29,2.0,2.0,1.0,2.0,1.0
4,29,1.0,2.0,1.0,2.0,1.0
4,29,1.0,2.0,1.0,2.0,1.0
4,29,1.0,2.0,1.0,2.0,1.0
4,29,2.0,2.0,1.0,2.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
3,30,1.0,2.0,1.0,1.0,1.0
3,30,1.0,2.0,1.0,1.0,1.0
3,30,1.0,2.0,1.0,1.0,1.0
3,30,1.0,2.0,1.0,1.0,1.0
4,30,2.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,2.0,2.0,1.0,2.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
2,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
1,30,1.0,2.0,2.0,1.0,1.0
3,30,1.0,2.0,2.0,1.0,1.0
3,30,1.0,2.0,2.0,1.0,1.0
3,30,1.0,2.0,2.0,1.0,1.0
3,30,1.0,2.0,2.0,1.0,1.0
4,30,2.0,2.0,2.0,2.0,1.0
4,30,1.0,2.0,2.0,2.0,1.0
4,30,1.0,2.0,2.0,2.0,1.0
4,30,1.0,2.0,2.0,2.0,1.0
4,30,2.0,2.0,2.0,2.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
3,30,1.0,2.0,1.0,1.0,1.0
3,30,1.0,2.0,1.0,1.0,1.0
3,30,1.0,2.0,1.0,1.0,1.0
3,30,1.0,2.0,1.0,1.0,1.0
4,30,2.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,2.0,2.0,1.0,2.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
4,30,2.0,1.0,1.0,2.0,1.0
4,30,1.0,1.0,1.0,2.0,1.0
4,30,1.0,1.0,1.0,2.0,1.0
4,30,1.0,1.0,1.0,2.0,1.0
4,30,2.0,1.0,1.0,2.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
2,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
1,30,1.0,1.0,2.0,1.0,1.0
4,30,2.0,1.0,2.0,2.0,1.0
4,30,1.0,1.0,2.0,2.0,1.0
4,30,1.0,1.0,2.0,2.0,1.0
4,30,1.0,1.0,2.0,2.0,1.0
4,30,2.0,1.0,2.0,2.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
2,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
1,30,1.0,1.0,1.0,1.0,1.0
4,30,2.0,1.0,1.0,2.0,1.0
4,30,1.0,1.0,1.0,2.0,1.0
4,30,1.0,1.0,1.0,2.0,1.0
4,30,1.0,1.0,1.0,2.0,1.0
4,30,2.0,1.0,1.0,2.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
2,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
1,30,1.0,2.0,1.0,1.0,1.0
4,30,2.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,1.0,2.0,1.0,2.0,1.0
4,30,2.0,2.0,1.0,2.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
3,31,1.0,2.0,1.0,1.0,1.0
3,31,1.0,2.0,1.0,1.0,1.0
3,31,1.0,2.0,1.0,1.0,1.0
3,31,1.0,2.0,1.0,1.0,1.0
4,31,2.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,2.0,2.0,1.0,2.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
2,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
1,31,1.0,2.0,2.0,1.0,1.0
3,31,1.0,2.0,2.0,1.0,1.0
3,31,1.0,2.0,2.0,1.0,1.0
3,31,1.0,2.0,2.0,1.0,1.0
3,31,1.0,2.0,2.0,1.0,1.0
4,31,2.0,2.0,2.0,2.0,1.0
4,31,1.0,2.0,2.0,2.0,1.0
4,31,1.0,2.0,2.0,2.0,1.0
4,31,1.0,2.0,2.0,2.0,1.0
4,31,2.0,2.0,2.0,2.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
3,31,1.0,2.0,1.0,1.0,1.0
3,31,1.0,2.0,1.0,1.0,1.0
3,31,1.0,2.0,1.0,1.0,1.0
3,31,1.0,2.0,1.0,1.0,1.0
4,31,2.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,2.0,2.0,1.0,2.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
4,31,2.0,1.0,1.0,2.0,1.0
4,31,1.0,1.0,1.0,2.0,1.0
4,31,1.0,1.0,1.0,2.0,1.0
4,31,1.0,1.0,1.0,2.0,1.0
4,31,2.0,1.0,1.0,2.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
2,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
1,31,1.0,1.0,2.0,1.0,1.0
4,31,2.0,1.0,2.0,2.0,1.0
4,31,1.0,1.0,2.0,2.0,1.0
4,31,1.0,1.0,2.0,2.0,1.0
4,31,1.0,1.0,2.0,2.0,1.0
4,31,2.0,1.0,2.0,2.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
2,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
1,31,1.0,1.0,1.0,1.0,1.0
4,31,2.0,1.0,1.0,2.0,1.0
4,31,1.0,1.0,1.0,2.0,1.0
4,31,1.0,1.0,1.0,2.0,1.0
4,31,1.0,1.0,1.0,2.0,1.0
4,31,2.0,1.0,1.0,2.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
2,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
1,31,1.0,2.0,1.0,1.0,1.0
4,31,2.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,1.0,2.0,1.0,2.0,1.0
4,31,2.0,2.0,1.0,2.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
3,32,1.0,2.0,1.0,1.0,1.0
3,32,1.0,2.0,1.0,1.0,1.0
3,32,1.0,2.0,1.0,1.0,1.0
3,32,1.0,2.0,1.0,1.0,1.0
4,32,2.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,2.0,2.0,1.0,2.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
2,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
1,32,1.0,2.0,2.0,1.0,1.0
3,32,1.0,2.0,2.0,1.0,1.0
3,32,1.0,2.0,2.0,1.0,1.0
3,32,1.0,2.0,2.0,1.0,1.0
3,32,1.0,2.0,2.0,1.0,1.0
4,32,2.0,2.0,2.0,2.0,1.0
4,32,1.0,2.0,2.0,2.0,1.0
4,32,1.0,2.0,2.0,2.0,1.0
4,32,1.0,2.0,2.0,2.0,1.0
4,32,2.0,2.0,2.0,2.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
3,32,1.0,2.0,1.0,1.0,1.0
3,32,1.0,2.0,1.0,1.0,1.0
3,32,1.0,2.0,1.0,1.0,1.0
3,32,1.0,2.0,1.0,1.0,1.0
4,32,2.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,2.0,2.0,1.0,2.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
4,32,2.0,1.0,1.0,2.0,1.0
4,32,1.0,1.0,1.0,2.0,1.0
4,32,1.0,1.0,1.0,2.0,1.0
4,32,1.0,1.0,1.0,2.0,1.0
4,32,2.0,1.0,1.0,2.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
2,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
1,32,1.0,1.0,2.0,1.0,1.0
4,32,2.0,1.0,2.0,2.0,1.0
4,32,1.0,1.0,2.0,2.0,1.0
4,32,1.0,1.0,2.0,2.0,1.0
4,32,1.0,1.0,2.0,2.0,1.0
4,32,2.0,1.0,2.0,2.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
2,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
1,32,1.0,1.0,1.0,1.0,1.0
4,32,2.0,1.0,1.0,2.0,1.0
4,32,1.0,1.0,1.0,2.0,1.0
4,32,1.0,1.0,1.0,2.0,1.0
4,32,1.0,1.0,1.0,2.0,1.0
4,32,2.0,1.0,1.0,2.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
2,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
1,32,1.0,2.0,1.0,1.0,1.0
4,32,2.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,1.0,2.0,1.0,2.0,1.0
4,32,2.0,2.0,1.0,2.0,1.0
2,1,1.0,2.0,1.0,1.0,1.0
2,1,1.0,2.0,1.0,1.0,1.0
2,1,1.0,2.0,1.0,1.0,1.0
2,1,1.0,2.0,1.0,1.0,1.0
2,1,1.0,2.0,1.0,1.0,1.0
2,1,1.0,2.0,1.0,1.0,1.0
2,1,1.0,2.0,1.0,1.0,1.0
